Studentnummer,Naam,Klas,Mentor,Instelling,Opleiding,crebo,leerweg,cohort,StudentAge,StudentGender,Dropout,Aanmel_aantal,max1studie,absence_unauthorized,absence_authorized,Richting_nan,Economie,Landbouw,Techniek,DSV,Zorgenwelzijn,Anders,VooroplNiveau_HAVO,VooroplNiveau_MBO,VooroplNiveau_basis,VooroplNiveau_educatie,VooroplNiveau_prak,VooroplNiveau_VMBO_BB,VooroplNiveau_VMBO_GL,VooroplNiveau_VMBO_KB,VooroplNiveau_VMBO_TL,VooroplNiveau_nan,VooroplNiveau_VWOplus,VooroplNiveau_other
100356,Lieke de Wit,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,0,0,2.7,0.3,2.8,8.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100357,Stijn Brouwer,3B,I. Huisman,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,1,1.0,0.4,12.8,10.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100358,Olaf Bos,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,1,1,1.2,0.6,8.9,9.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100359,Niels Bosch,3B,H. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,1,0,1.2,0.4,2.9,13.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100360,Tess van Dijk,3B,I. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,1,0,1.0,0.7,1.6,17.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100361,Tim Postma,3B,I. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,2.4,0.2,7.9,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100362,Liam Hendriks,3B,I. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,0,0,1.5,1.0,11.0,17.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100363,Iris Huisman,3B,G. van Dijk,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,21,1,0,2.7,0.5,1.8,7.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100364,Finn Dijkstra,3B,I. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,3.0,0.7,2.9,1.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100365,Lisa Dijkstra,3B,I. Huisman,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,1,0,2.2,0.9,12.2,9.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100366,Thijs Koster,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,0,0,1.1,0.1,4.0,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100367,Olaf Meijer,3B,H. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,1,1.4,0.5,13.8,1.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100368,Iris Visser,3B,I. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,0,0,2.0,0.8,24.3,10.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100369,Eva van Dijk,3B,G. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,1,0,2.9,0.1,31.3,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100370,Sara de Graaf,3B,I. Mulder,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,1,1,2.5,0.5,23.6,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100371,Maud Koster,3B,H. Bosch,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,0,0,2.9,0.7,4.2,1.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100372,Daan van Leeuwen,3B,H. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,0,0,1.1,0.9,9.8,1.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100373,Maud van der Berg,3B,I. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,19,1,0,1.1,0.7,22.2,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100374,Lucas de Wit,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,2.3,0.3,18.5,1.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100375,Maud de Graaf,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,0,1.2,0.3,7.7,6.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100376,Anna de Graaf,4B,I. Dekker,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,15,0,0,1.8,0.5,3.4,0.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100377,Niels de Wit,4B,I. Mulder,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,20,0,0,1.6,0.7,5.6,13.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100378,Emma Visser,4B,G. van Dijk,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.7,0.4,42.7,11.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100379,Joris Postma,4B,I. Huisman,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.5,0.2,25.3,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100380,Lotte Jansen,4B,G. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,21,1,0,1.8,0.5,0.9,1.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100381,Lotte de Vries,4B,H. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,0,0,2.5,0.6,13.4,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100382,Emma Peters,4B,H. de Wit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,20,1,0,1.8,0.8,1.3,12.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100383,Lucas Dijkstra,4B,H. Bosch,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,0,2.9,0.1,1.8,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100384,Niels Huisman,4B,I. Huisman,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,18,0,1,1.0,0.6,12.5,25.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100385,Emma Bos,4B,H. Bosch,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,2.8,0.9,16.6,18.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100386,Lucas Mulder,4B,I. Dekker,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,1,2.3,0.1,21.6,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100387,Yasmin Visser,4B,H. Bosch,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,15,0,0,2.3,0.2,15.5,5.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100388,Emma de Boer,4B,H. Meijer,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,2.6,1.0,8.0,3.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100389,Lotte Mulder,4B,I. Mulder,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,1.3,0.7,3.0,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100390,Iris Dekker,4B,H. Meijer,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,1,2.7,0.1,17.9,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100391,Yasmin Koster,4B,I. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,1,2.6,0.6,1.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100392,Sara Jansen,4B,H. de Wit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,1.4,0.8,3.6,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100393,Bram Smit,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.3,0.8,8.3,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100394,Stijn van Dijk,4B,G. van Dijk,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,15,0,1,2.5,0.5,17.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100395,Mees Prins,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.0,0.8,3.2,2.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100396,Niels Dekker,4B,G. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,20,1,0,2.7,0.3,0.5,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100397,Lucas Hendriks,4B,I. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.0,0.4,5.7,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100398,Lisa Hendriks,4B,H. Meijer,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,18,0,0,1.9,0.2,20.4,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100399,Yasmin de Boer,4B,G. van Dijk,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.3,0.4,2.5,3.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100400,Liam Brouwer,4B,I. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,18,0,0,1.3,0.6,7.8,1.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100401,Lisa Jansen,4B,I. Dekker,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,2.2,0.6,1.9,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100402,Finn Koster,4B,I. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,1,1.3,0.8,20.7,23.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100403,Olaf Smits,4B,I. Mulder,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,0,2.8,0.6,2.4,8.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100404,Fatima Hendriks,4B,G. van Dijk,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,0,0,2.2,0.2,1.4,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100405,Stijn Jansen,4B,I. Mulder,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,1,2.8,0.5,9.1,11.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100406,Maud van Dijk,4B,I. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,2.6,0.4,6.8,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100407,Finn Prins,4B,I. Huisman,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,0,0,2.8,0.1,10.3,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100408,Joris van Leeuwen,4B,H. Dekker,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,1.8,0.2,2.5,9.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100409,Tim Peters,4B,G. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,2.1,0.6,2.0,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100410,Fatima Prins,4B,H. Bosch,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,0,3.0,0.6,6.4,12.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100411,Fatima Koster,4B,G. van Dijk,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,0,2.6,0.9,23.2,8.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100412,Lisa Hendriks,4B,I. Mulder,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.6,0.8,5.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100413,Stijn van Leeuwen,4B,G. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,0,0,2.4,0.9,0.8,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100414,Anna de Wit,4B,H. Dekker,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,0,1.0,0.9,14.9,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100415,Lisa Bos,4B,H. Bosch,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,15,0,0,2.2,0.7,0.4,7.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100416,Anna de Vries,4B,G. van Dijk,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.0,0.7,1.1,2.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100417,Emma Dijkstra,4B,H. Dekker,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,0,2.9,0.3,15.5,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100418,Sara Dekker,4B,H. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,18,1,0,1.7,0.1,10.3,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100419,Yasmin Dijkstra,4B,I. Mulder,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,18,1,0,2.5,0.8,10.3,9.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100420,Iris van Dijk,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,2.4,0.2,27.2,15.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100421,Jens de Wit,4B,H. de Wit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,0,0,1.8,0.7,0.1,14.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100422,Joris Meijer,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,0,0,2.0,0.2,4.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100423,Bas de Groot,4B,H. Bosch,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,20,1,0,1.3,0.1,3.1,14.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100424,Thijs van Dijk,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,0,2.0,1.0,11.4,11.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100425,Bas de Groot,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,18,1,0,1.4,0.6,2.4,11.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100426,Olaf van Leeuwen,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,1,3.0,0.7,33.7,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100427,Eva de Vries,4B,G. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,15,1,1,2.2,0.3,13.5,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100428,Mees de Groot,4B,H. Smit,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,1,1.7,0.4,38.2,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100429,Sophie Smit,4B,I. Dekker,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,18,0,0,2.1,0.9,13.9,13.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100430,Olaf Koster,4B,G. van Dijk,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,20,1,0,2.6,0.3,7.7,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100431,Sophie Jansen,4B,H. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,20,1,0,2.0,0.6,1.3,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100432,Lotte de Groot,4B,H. Meijer,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,0,2.7,1.0,5.4,6.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100433,Sophie van der Berg,4B,I. Hoekstra,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,0,2.3,0.5,9.3,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100434,Lieke Bakker,4B,H. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,1,0,1.8,0.6,11.4,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100435,Niels Bakker,4B,G. Prins,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,0,2.4,0.6,2.1,2.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100436,Lieke Dekker,4B,I. Mulder,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,19,0,0,2.7,0.1,23.8,3.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100437,Yasmin Koster,4B,I. Huisman,Rijn IJssel,Medewerker Evenementenorganisatie,25749,BOL,2025,17,0,0,1.1,0.9,16.6,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100438,Aisha Prins,4B,H. Prins,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,1,1.6,0.2,8.9,40.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100439,Anna Smit,4B,G. van Dijk,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,1,2.7,0.3,9.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100440,Bas Dijkstra,4B,H. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,15,1,0,2.3,0.6,9.5,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100441,Lisa van der Berg,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,17,0,0,2.6,0.4,9.2,19.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100442,Yasmin Smit,4B,H. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,2.4,0.5,0.1,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100443,Bram de Vries,4B,I. Mulder,Rijn IJssel,Software Developer,25998,BOL,2025,19,0,0,2.1,0.2,6.8,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100444,Tim Hendriks,4B,H. Bosch,Rijn IJssel,Software Developer,25998,BOL,2025,16,1,0,2.3,0.5,2.1,10.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100445,Stijn Huisman,4B,I. Huisman,Rijn IJssel,Software Developer,25998,BOL,2025,18,1,0,1.8,0.9,13.8,2.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100446,Bram Visser,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,16,0,0,1.1,0.5,7.3,4.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100447,Liam Bos,4B,H. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,1,1.3,0.5,1.6,4.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100448,Bram Huisman,4B,I. Mulder,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,1.1,0.8,8.3,3.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100449,Sven Meijer,4B,H. Bosch,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,1.2,0.8,27.1,2.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100450,Maud Dekker,4B,H. Bosch,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,1.9,0.7,16.1,0.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100451,Lotte Meijer,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,15,0,0,1.5,0.6,15.6,10.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100452,Lieke Jansen,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,0,2.2,0.4,2.9,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100453,Daan Smits,4B,I. Mulder,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,1,1.5,0.5,14.1,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100454,Lotte Prins,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,0,1.5,1.0,0.7,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100455,Maud Peters,4B,I. Mulder,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,1,1.7,0.1,26.7,10.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100456,Sven Hoekstra,4B,H. Smit,Rijn IJssel,Software Developer,25998,BOL,2025,15,1,0,2.5,0.3,9.8,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100457,Niels Bosch,4B,H. de Wit,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,0,2.1,0.5,2.1,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100458,Lisa Hendriks,4B,I. Huisman,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,2.3,0.5,2.5,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100459,Lisa van Dijk,4B,H. Smit,Rijn IJssel,Software Developer,25998,BOL,2025,16,1,0,2.3,0.1,17.4,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100460,Emma Jansen,4B,G. van Dijk,Rijn IJssel,Software Developer,25998,BOL,2025,18,1,0,2.3,0.5,2.4,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100461,Yasmin Jansen,4B,H. Meijer,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,1,2.3,0.9,3.0,10.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100462,Iris Huisman,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,16,0,0,2.6,0.3,0.8,6.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100463,Emma Postma,4B,H. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,2.5,0.5,1.0,1.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100464,Lisa van Dijk,4B,H. Bosch,Rijn IJssel,Software Developer,25998,BOL,2025,15,1,0,2.3,0.7,10.1,23.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100465,Liam Meijer,4B,I. Mulder,Rijn IJssel,Software Developer,25998,BOL,2025,16,0,0,2.1,0.6,2.4,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100466,Lieke Vos,4B,H. de Wit,Rijn IJssel,Software Developer,25998,BOL,2025,18,1,1,2.2,0.6,57.2,3.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100467,Maud Dijkstra,4B,I. Huisman,Rijn IJssel,Software Developer,25998,BOL,2025,16,1,0,1.0,0.0,3.5,26.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100468,Aisha de Wit,4B,G. van Dijk,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,1,2.5,0.9,60.0,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100469,Niels Dijkstra,4B,H. de Wit,Rijn IJssel,Software Developer,25998,BOL,2025,21,0,0,1.9,0.2,9.8,20.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100470,Lieke Smits,4B,H. Bosch,Rijn IJssel,Software Developer,25998,BOL,2025,15,0,0,2.4,0.8,3.2,13.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100471,Tess Hoekstra,4B,I. Huisman,Rijn IJssel,Software Developer,25998,BOL,2025,20,1,0,1.1,0.8,10.3,19.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100472,Maud Jansen,4B,I. Mulder,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,2.5,0.8,4.9,16.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100473,Anna Prins,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,17,0,1,1.7,0.7,5.8,2.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100474,Thijs Koster,4B,H. Prins,Rijn IJssel,Software Developer,25998,BOL,2025,19,1,0,1.3,0.3,42.5,11.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
