Studentnummer,StudentAge,Dropout,Aanmel_aantal,max1studie,VooroplNiveau_HAVO,ROCMondriaan,VooroplNiveau_MBO,VooroplNiveau_basis,VooroplNiveau_educatie,VooroplNiveau_prak,VooroplNiveau_VMBO_BB,VooroplNiveau_VMBO_GL,VooroplNiveau_VMBO_KB,VooroplNiveau_VMBO_TL,VooroplNiveau_nan,VooroplNiveau_VWOplus,VooroplNiveau_other,Economie,Landbouw,Techniek,DSV,Zorgenwelzijn,Anders,Richting_nan,StudentGender,absence_unauthorized,absence_authorized,Opleiding,Naam,Klas,Mentor
433280,25,0,3.1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48.8,8.2,Kok,Jesse Van der Berg,2B,dhr. Peters
433291,18,0,1.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,41.1,77.3,Kok,Quincy Kaya,1A,dhr. De Groot
433303,18,0,3.7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32.8,48.3,Kok,Elijah Evers,2B,mev. Hulsema
433311,25,0,3.2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.9,12.9,Kok,Laura Okonkwo,3A,dhr. De Groot
433317,26,1,3.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,50.6,24.1,Kok,Dirk Hassan,3B,mev. Kuiper
433329,23,0,3.4,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,21.0,70.7,Kok,Tom Okonkwo,3B,dhr. Mulder
433335,18,0,2.7,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20.8,19.2,Kok,Patrick Anderson,2B,dhr. De Groot
433346,21,0,2.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,22.5,64.2,Kok,Olaf Van Dijk,4B,dhr. Benjamins
433347,25,0,3.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.4,5.2,Kok,Thijs Hoekstra,2B,dhr. Hoekstra
433358,16,0,3.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.3,54.9,Kok,Max White,1A,dhr. Benjamins
433370,15,1,3.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,15.5,31.0,Kok,Luuk Mulder,4A,dhr. Hanna
433376,21,0,2.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,42.1,5.8,Kok,Esther Bosman,1B,mev. Hulsema
433387,24,0,2.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,32.0,10.9,Kok,Luuk Kaya,4A,mev. Van den Berg
433396,25,0,3.7,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,57.0,44.3,Kok,Joep Arslan,2A,mev. Kuiper
433397,24,0,3.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20.6,33.0,Kok,Zoe Prins,2A,mev. Smit
433400,24,0,1.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,55.9,79.5,Kok,Kim Nguyen,4B,mev. Janssen
433409,19,0,1.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40.3,18.8,Kok,Nicole Hendriks,3A,dhr. Bakker
433411,20,0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.5,76.7,Kok,Deepa Vos,2A,dhr. De Groot
433417,18,0,2.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26.7,62.0,Kok,Deborah Huisman,4B,mev. Visser
433419,25,0,3.6,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,53.2,6.1,Kok,Zoe Leeuw,1B,dhr. De Groot
433428,24,0,1.6,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.4,52.3,Kok,Naomi Blom,2A,dhr. Mulder
433435,24,1,2.5,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.3,77.1,Kok,Sandra Celik,2A,mev. Van den Berg
433444,22,0,2.7,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56.4,3.2,Kok,Fatima Benali,4B,mev. Safon
433446,20,0,2.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,52.9,3.2,Kok,Tom Meijer,3B,mev. Kuiper
433458,26,0,1.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50.1,41.3,Kok,Jesse Aydın,4A,mev. Safon
433467,20,0,2.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9.9,6.2,Gastheer/Gastvrouw,Cas De Jong,3A,mev. Safon
433470,17,0,1.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28.9,38.3,Gastheer/Gastvrouw,Lotte Lammers,2B,dhr. Bakker
433473,15,1,2.8,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8.8,13.3,Gastheer/Gastvrouw,Rick Meijer,2A,mev. Visser
433480,26,0,1.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.2,32.9,Gastheer/Gastvrouw,Sandra Kaya,2A,mev. Van den Berg
433490,24,0,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13.8,30.8,Gastheer/Gastvrouw,Nicole Wilson,1B,dhr. De Groot
433494,17,0,3.7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,45.1,7.5,Gastheer/Gastvrouw,Darius Dekker,2A,dhr. Bakker
433503,25,0,2.1,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48.1,63.2,Gastheer/Gastvrouw,Lisette Huisman,4A,dhr. Mulder
433513,21,0,1.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.5,15.1,Gastheer/Gastvrouw,Nora Nguyen,1A,dhr. Bakker
433522,23,0,3.1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.1,20.3,Gastheer/Gastvrouw,Emma Dijkstra,4A,dhr. Bakker
433528,25,0,3.4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.2,24.5,Gastheer/Gastvrouw,Mehmet Brown,3B,mev. Van den Berg
433540,26,0,2.3,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24.0,27.1,Gastheer/Gastvrouw,Bas Bosman,1A,mev. Smit
433547,16,0,2.8,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36.5,58.0,Gastheer/Gastvrouw,Eline Van der Berg,4A,dhr. Bakker
433558,26,0,3.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,39.4,64.3,Gastheer/Gastvrouw,Darius Peters,3A,mev. Safon
433559,24,0,3.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.0,53.6,Gastheer/Gastvrouw,Fatima Visser,4A,dhr. Bakker
433563,26,0,2.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20.8,65.2,Gastheer/Gastvrouw,Deborah Hendriks,2B,dhr. Bakker
433567,21,0,2.2,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56.8,64.2,Gastheer/Gastvrouw,Marcus Jansen,3A,mev. Visser
433577,26,0,3.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,27.6,46.9,Gastheer/Gastvrouw,Hamza Dijkstra,1A,dhr. Benjamins
433579,16,0,1.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.6,66.6,Gastheer/Gastvrouw,Youssef Martinez,2B,mev. Hulsema
433581,25,1,3.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16.1,75.8,Gastheer/Gastvrouw,Dennis Zwaan,2B,dhr. Benjamins
433593,18,0,1.6,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.4,8.5,Gastheer/Gastvrouw,Bianca Lopez,1B,mev. Janssen
433604,24,0,3.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52.9,46.0,Gastheer/Gastvrouw,Liam Harris,3A,dhr. Benjamins
433607,21,1,2.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,20.8,68.8,Gastheer/Gastvrouw,Tom Polat,2A,dhr. Benjamins
433609,20,1,1.6,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.6,43.9,Gastheer/Gastvrouw,Martijn De Vries,2B,mev. Hulsema
433617,20,0,2.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27.0,45.7,Gastheer/Gastvrouw,Ruben Jacobs,2B,dhr. Hoekstra
433619,18,0,1.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.6,33.7,Gastheer/Gastvrouw,Jordan Huisman,2A,dhr. Hoekstra
433630,22,0,2.7,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48.8,38.1,Gastheer/Gastvrouw,Robin Nguyen,1B,dhr. Benjamins
433642,19,0,3.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52.0,77.0,Gastheer/Gastvrouw,Omar Bogaert,2B,dhr. Bakker
433652,19,0,2.5,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.2,50.5,Gastheer/Gastvrouw,Iris Hoekstra,2A,dhr. Hoekstra
433655,21,0,3.5,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19.0,23.3,Gastheer/Gastvrouw,Stefan Geerts,3A,dhr. Bakker
433666,19,0,3.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10.0,68.3,Gastheer/Gastvrouw,Remy Evers,2A,dhr. Peters
433670,26,0,2.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.2,61.7,Gastheer/Gastvrouw,Martijn Leeuw,1B,mev. Kuiper
433675,16,0,1.7,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,50.3,2.3,Gastheer/Gastvrouw,Lisette De Boer,3B,dhr. Hoekstra
433681,22,0,2.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,35.4,36.5,Gastheer/Gastvrouw,Gijs Harris,4A,mev. Visser
433692,20,0,1.3,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6,41.9,Gastheer/Gastvrouw,Jayden Harris,2A,dhr. Mulder
433697,23,0,2.4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,13.9,0.6,Gastheer/Gastvrouw,Liam Van der Linden,3B,mev. Safon
433704,21,0,2.9,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37.5,41.3,Gastheer/Gastvrouw,Rick El Amrani,3A,mev. Hulsema
433715,21,0,1.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,37.4,15.0,Gastheer/Gastvrouw,Thijs Hendriks,1A,mev. Smit
433716,17,0,3.1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.6,27.4,Gastheer/Gastvrouw,Anna Kaya,3A,mev. Van den Berg
433724,22,0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.3,37.6,Gastheer/Gastvrouw,Martijn Visser,2B,dhr. Hoekstra
433729,15,0,3.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,44.1,7.5,Gastheer/Gastvrouw,Tim Tran,2B,dhr. Benjamins
433736,20,0,2.6,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,21.6,4.2,Gastheer/Gastvrouw,Milan Meijer,2B,mev. Kuiper
433740,20,0,2.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34.9,55.3,Gastheer/Gastvrouw,Liam Bouazza,2A,dhr. Mulder
433742,17,0,2.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21.3,12.3,Gastheer/Gastvrouw,Deepa Bos,1B,mev. Smit
433750,20,0,2.3,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.1,71.9,Gastheer/Gastvrouw,Layla De Jong,4B,dhr. Peters
433758,23,0,1.6,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,49.9,73.2,Gastheer/Gastvrouw,Martijn Van der Linden,2A,mev. Kuiper
433767,22,0,3.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37.2,29.1,Gastheer/Gastvrouw,Maya Bogaert,2B,dhr. Mulder
433779,25,0,3.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.6,25.8,Gastheer/Gastvrouw,Maya De Boer,1B,mev. Visser
433790,15,0,1.1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.5,31.1,Gastheer/Gastvrouw,Kim Janssen,4B,mev. Visser
433800,15,0,1.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53.4,6.4,Gastheer/Gastvrouw,Omar Martinez,1A,dhr. Mulder
433809,20,0,1.8,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56.7,76.8,Gastheer/Gastvrouw,Floris Peters,1B,mev. Kuiper
433821,23,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33.5,59.7,Gastheer/Gastvrouw,Femke Williams,3B,mev. Janssen
433829,16,0,2.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,56.0,72.2,Gastheer/Gastvrouw,Milan Okonkwo,3B,dhr. Hoekstra
433835,25,0,2.7,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15.2,76.9,Gastheer/Gastvrouw,Tarik Hoekstra,4B,dhr. Hanna
433836,19,0,4.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.3,1.7,Gastheer/Gastvrouw,Zoe Smit,3A,mev. Visser
433845,16,0,1.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48.7,7.4,Gastheer/Gastvrouw,Julia Kok,4A,dhr. Bakker
433849,26,0,3.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,35.7,24.0,Gastheer/Gastvrouw,Roos Graaf,4A,mev. Kuiper
433850,20,0,3.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,36.1,0.9,Gastheer/Gastvrouw,Remy Huisman,4A,dhr. De Groot
433855,20,1,2.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.6,35.6,Gastheer/Gastvrouw,Maya Sahin,1B,mev. Safon
433862,21,0,2.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,23.9,34.8,Gastheer/Gastvrouw,Joep Janssen,2A,mev. Van den Berg
433865,23,0,2.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14.5,21.3,Gastheer/Gastvrouw,Thijs Van der Linden,4A,dhr. Mulder
433876,16,0,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18.3,79.0,Gastheer/Gastvrouw,Nicole Schouten,4B,dhr. Bakker
433879,15,0,2.1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3.3,75.9,Gastheer/Gastvrouw,Dirk Rodriguez,2A,dhr. Hoekstra
433884,20,0,2.4,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32.8,60.0,Gastheer/Gastvrouw,Miriam Van Dijk,4B,dhr. Bakker
433896,26,0,3.7,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,55.7,Gastheer/Gastvrouw,Miriam Smit,3A,dhr. De Groot
433904,16,0,3.7,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.0,30.9,Gastheer/Gastvrouw,Femke Yilmaz,4A,mev. Visser
433916,20,0,2.5,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.8,42.4,Gastheer/Gastvrouw,Maya Bos,3B,dhr. Benjamins
433923,15,0,1.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.7,20.6,Gastheer/Gastvrouw,Iris Van Leeuwen,4A,dhr. Hoekstra
433924,18,0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,36.7,50.0,Gastheer/Gastvrouw,Joep Zwaan,2B,dhr. Hanna
433928,21,0,2.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.0,69.0,Gastheer/Gastvrouw,Zara Lammers,3A,dhr. Peters
433940,21,0,2.7,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.2,14.7,Gastheer/Gastvrouw,Marieke Van der Berg,2A,dhr. Peters
433941,21,0,3.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,46.7,8.5,Gastheer/Gastvrouw,Karim Arslan,2A,dhr. De Groot
433951,24,0,1.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28.6,40.2,Gastheer/Gastvrouw,Marcus Geerts,4B,dhr. Peters
433962,17,0,1.4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9,21.6,Gastheer/Gastvrouw,Tijs De Boer,4A,mev. Safon
433974,18,0,2.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24.3,3.3,Gastheer/Gastvrouw,Hanneke Evers,4A,dhr. Peters
433980,24,0,2.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27.1,66.2,Gastheer/Gastvrouw,Dennis Polat,1A,mev. Safon
433989,26,0,3.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53.1,61.9,Gastheer/Gastvrouw,Daan Özturk,3A,dhr. Benjamins
433992,19,0,3.7,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,30.0,14.4,Gastheer/Gastvrouw,Elijah Van den Berg,2A,dhr. Hanna
433999,22,0,3.7,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,19.4,51.9,Gastheer/Gastvrouw,Noah Benali,2A,dhr. Peters
434011,16,0,1.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36.7,12.8,Gastheer/Gastvrouw,Lena Vos,4A,dhr. De Groot
434014,24,0,1.4,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,43.8,76.9,Gastheer/Gastvrouw,Gijs Hassan,3A,mev. Janssen
434017,17,0,1.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3,70.6,Gastheer/Gastvrouw,Nour Jansen,2B,mev. Safon
434027,22,1,2.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,33.5,66.0,Gastheer/Gastvrouw,Karim Evers,1A,mev. Smit
434030,25,1,1.1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.3,8.7,Gastheer/Gastvrouw,Iris Visser,2A,mev. Smit
434041,24,0,2.7,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.2,61.5,Gastheer/Gastvrouw,Jeroen Verhoeven,3B,dhr. Mulder
434048,21,1,2.4,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24.8,16.8,Gastheer/Gastvrouw,Kim Clark,2B,dhr. Bakker
434049,24,0,2.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17.2,48.7,Gastheer/Gastvrouw,Sandra Anderson,3B,mev. Hulsema
434058,17,0,3.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14.0,23.2,Gastheer/Gastvrouw,Elijah Sahin,2B,dhr. De Groot
434060,22,0,1.6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0,64.5,Gastheer/Gastvrouw,Amber Bosman,2B,dhr. De Groot
434071,26,0,1.9,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.2,27.3,Gastheer/Gastvrouw,Hana Nguyen,1A,dhr. Hoekstra
434074,20,0,2.4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.3,36.8,Gastheer/Gastvrouw,Kim Zwaan,3B,dhr. Benjamins
434081,23,0,1.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.0,71.0,Gastheer/Gastvrouw,Zara Sahin,3B,mev. Kuiper
434084,15,0,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,51.9,60.1,Gastheer/Gastvrouw,Ali Dijkstra,3B,dhr. Peters
434085,21,0,2.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.5,29.9,Gastheer/Gastvrouw,Luuk Jacobs,1A,mev. Van den Berg
434089,22,0,3.7,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.4,24.8,Gastheer/Gastvrouw,Anita Bakker,3B,mev. Smit
434091,18,0,3.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.2,47.5,Gastheer/Gastvrouw,Sandra Visser,1B,dhr. Mulder
434099,16,1,3.3,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.2,42.6,Gastheer/Gastvrouw,Sunita Pietersen,4B,mev. Janssen
434101,17,1,3.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33.0,21.7,Gastheer/Gastvrouw,Milan Demir,3A,dhr. Bakker
434105,16,0,2.6,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,30.7,Gastheer/Gastvrouw,Zara Geerts,1B,dhr. Hanna
434112,26,0,3.1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.9,60.7,Gastheer/Gastvrouw,Zoe Wijnands,1B,mev. Van den Berg
434120,16,1,1.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,56.8,11.5,Gastheer/Gastvrouw,Eline Vander,3A,dhr. Mulder
434127,26,0,1.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.2,61.4,Gastheer/Gastvrouw,Tess Hoekstra,2A,mev. Visser
434129,26,0,2.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24.8,49.7,Gastheer/Gastvrouw,Floris Vermeulen,2A,dhr. Benjamins
434136,20,0,3.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.4,53.6,Gastheer/Gastvrouw,Leila Wijnands,4B,mev. Kuiper
434146,20,0,1.5,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48.8,61.7,Gastheer/Gastvrouw,Jordan Dekker,4A,dhr. Mulder
434154,16,0,3.7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,42.5,Gastheer/Gastvrouw,Leila Willems,4A,dhr. Bakker
434164,18,0,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,43.1,73.2,Gastheer/Gastvrouw,Max Kooistra,1B,dhr. Bakker
434165,17,1,3.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,58.7,8.8,Tandartsassistent,Tijs Celik,3A,dhr. Hoekstra
434166,21,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,39.7,38.0,Tandartsassistent,Miriam Wijnands,2B,mev. Visser
434173,21,0,3.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,43.3,38.9,Tandartsassistent,Joep Kaya,4A,mev. Smit
434175,25,0,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27.3,33.9,Tandartsassistent,Bo Van Beek,4B,dhr. Hanna
434181,17,1,2.5,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55.6,46.1,Tandartsassistent,Ellen Lammers,1A,dhr. De Groot
434191,26,0,3.9,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,51.6,60.0,Tandartsassistent,Omar Van Dijk,3A,dhr. Benjamins
434200,23,1,2.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38.0,63.8,Tandartsassistent,Denise Geerts,3A,dhr. Bakker
434201,23,0,2.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,57.6,63.9,Tandartsassistent,Simon De Vries,3A,mev. Smit
434202,26,0,2.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,17.5,59.0,Tandartsassistent,Floris Sahin,1A,mev. Hulsema
